501171;2023-12-30 06:20:00;;;;;70.0;32.0;2;N;20.0;Kota Cilegon;Kota Cilegon;Banten;-6.022775;106.052742
501172;2023-12-30 06:20:00;;;;;70.0;32.0;3;SW;20.0;Pandeglang;Kab. Pandeglang;Banten;-6.303889;106.09
501173;2023-12-30 06:20:00;;;;;65.0;32.0;4;SW;20.0;Rangkasbitung;Kab. Lebak;Banten;-6.355904;106.248779
501174;2023-12-30 06:20:00;;;;;65.0;32.0;2;NE;20.0;Serang;Kota Serang;Banten;-6.133333334;106.1667
501176;2023-12-30 06:20:00;;;;;65.0;32.0;2;N;20.0;Tigaraksa;Kab. Tangerang;Banten;-6.27486;106.480179
501597;2023-12-30 06:20:00;;;;;65.0;32.0;4;SW;20.0;Ciruas;Kota Serang;Banten;-6.112556;106.224722
5002201;2023-12-30 06:20:00;;;;;70.0;32.0;3;N;30.0;Pelabuhan Merak;Kota Cilegon;Banten;-5.933399;106.001158
5002203;2023-12-30 06:20:00;;;;;65.0;32.0;3;NW;20.0;Labuan;Kab. Pandeglang;Banten;-6.393138;105.829496
5002205;2023-12-30 06:20:00;;;;;70.0;32.0;60;W;20.0;Gunung kencana;Kab. Lebak;Banten;-6.585489;106.078663
5002206;2023-12-30 06:20:00;;;;;70.0;31.0;3;S;20.0;Malingping;Kab. Lebak;Banten;-6.774739;105.951462
5002207;2023-12-30 06:20:00;;;;;65.0;31.0;1;N;20.0;Kab. Lebak;Kab. Lebak;Banten;-6.526141;106.197281
5002208;2023-12-30 06:20:00;;;;;70.0;32.0;4;N;20.0;Bojonegara;Kab. Serang;Banten;-5.979753;106.092739
5002209;2023-12-30 06:20:00;;;;;65.0;32.0;3;NW;20.0;Carita;Kab. Pandeglang;Banten;-6.315128;105.843487
5002221;2023-12-30 06:20:00;;;;;70.0;32.0;2;N;30.0;Pantai Mabak;Kota Cilegon;Wisata Lokasi;-5.979412;105.980473
5002244;2023-12-30 06:20:00;;;;;65.0;31.0;1;SE;30.0;Binuangen;Kab. Lebak;Banten;-6.837508;105.889063
5002333;2023-12-30 06:20:00;;;;;65.0;31.0;4;N;20.0;Kota Tangerang;Kota Tangerang;Banten;-6.175457;106.636047
5002334;2023-12-30 06:20:00;;;;;65.0;31.0;60;N;20.0;Serpong;Kota Tangerang Selatan;Banten;-6.319905;106.664286
5008762;2023-12-30 06:20:00;;;;;70.0;32.0;63;N;20.0;Cibeber;Kota Cilegon;Banten;-6.047;106.053
5008764;2023-12-30 06:20:00;;;;;70.0;32.0;1;N;20.0;Citangkil;Kota Cilegon;Banten;-6.013;106.01
5008765;2023-12-30 06:20:00;;;;;70.0;32.0;4;N;20.0;Ciwandan;Kota Cilegon;Banten;-6.028;105.963
5008766;2023-12-30 06:20:00;;;;;70.0;32.0;2;N;30.0;Grogol;Kota Cilegon;Banten;-5.977;106.016
5008767;2023-12-30 06:20:00;;;;;70.0;32.0;4;N;20.0;Jombang;Kota Cilegon;Banten;-6.009;106.065
5008768;2023-12-30 06:20:00;;;;;70.0;32.0;1;N;30.0;Pulomerak;Kota Cilegon;Banten;-5.921;106.02
5008769;2023-12-30 06:20:00;;;;;70.0;32.0;2;N;20.0;Purwakarta;Kota Cilegon;Banten;-5.984;106.046
5008770;2023-12-30 06:20:00;;;;;65.0;32.0;2;NE;20.0;Cipocok Jaya;Kota Serang;Banten;-6.151;106.152
5008772;2023-12-30 06:20:00;;;;;65.0;32.0;4;SW;20.0;Kasemen;Kota Serang;Banten;-6.079;106.188
5008773;2023-12-30 06:20:00;;;;;65.0;32.0;2;NE;20.0;Serang;Kota Serang;Banten;-6.16;106.12
5008774;2023-12-30 06:20:00;;;;;65.0;32.0;1;NE;20.0;Taktakan;Kota Serang;Banten;-6.135;106.106
5008775;2023-12-30 06:20:00;;;;;65.0;32.0;3;SW;20.0;Walantaka;Kota Serang;Banten;-6.147;106.232
5008776;2023-12-30 06:20:00;;;;;65.0;31.0;1;N;20.0;Batuceper;Kota Tangerang;Banten;-6.16;106.67
5008777;2023-12-30 06:20:00;;;;;65.0;31.0;2;N;20.0;Benda;Kota Tangerang;Banten;-6.136;106.671
5008778;2023-12-30 06:20:00;;;;;65.0;31.0;63;N;20.0;Cibodas;Kota Tangerang;Banten;-6.202;106.604
5008779;2023-12-30 06:20:00;;;;;65.0;31.0;4;N;20.0;Ciledug;Kota Tangerang;Banten;-6.236808;106.686344
5008780;2023-12-30 06:20:00;;;;;65.0;31.0;3;N;20.0;Cipondoh;Kota Tangerang;Banten;-6.186;106.685
5008781;2023-12-30 06:20:00;;;;;65.0;32.0;95;N;20.0;Jatiuwung;Kota Tangerang;Banten;-6.2;106.576
5008782;2023-12-30 06:20:00;;;;;65.0;31.0;4;N;20.0;Karangtengah;Kota Tangerang;Banten;-6.20609;106.688404
5008783;2023-12-30 06:20:00;;;;;65.0;31.0;4;N;20.0;Karawaci;Kota Tangerang;Banten;-6.159;106.628
5008784;2023-12-30 06:20:00;;;;;65.0;31.0;63;N;20.0;Larangan;Kota Tangerang;Banten;-6.222644;106.682568
5008785;2023-12-30 06:20:00;;;;;65.0;31.0;1;N;20.0;Neglasari;Kota Tangerang;Banten;-6.143;106.623
5008786;2023-12-30 06:20:00;;;;;65.0;31.0;4;N;20.0;Periuk;Kota Tangerang;Banten;-6.167;106.595
5008787;2023-12-30 06:20:00;;;;;65.0;31.0;3;N;20.0;Pinang;Kota Tangerang;Banten;-6.216;106.667
5008790;2023-12-30 06:20:00;;;;;65.0;31.0;63;N;20.0;Ciputat;Kota Tangerang Selatan;Banten;-6.292;106.734
5008791;2023-12-30 06:20:00;;;;;65.0;31.0;95;N;20.0;Ciputat Timur;Kota Tangerang Selatan;Banten;-6.289022;106.741447
5008792;2023-12-30 06:20:00;;;;;65.0;31.0;60;N;20.0;Pamulang;Kota Tangerang Selatan;Banten;-6.342;106.735
5008793;2023-12-30 06:20:00;;;;;65.0;31.0;61;N;20.0;Pondok Aren;Kota Tangerang Selatan;Banten;-6.269741;106.746426
5008795;2023-12-30 06:20:00;;;;;65.0;31.0;4;N;20.0;Serpong Utara;Kota Tangerang Selatan;Banten;-6.256;106.662
5008796;2023-12-30 06:20:00;;;;;65.0;31.0;61;N;20.0;Setu;Kota Tangerang Selatan;Banten;-6.328;106.673
5008797;2023-12-30 06:20:00;;;;;70.0;32.0;61;W;20.0;Banjarsari;Kab. Lebak;Banten;-6.557;105.988
5008798;2023-12-30 06:20:00;;;;;65.0;31.0;3;SW;20.0;Bayah;Kab. Lebak;Banten;-6.933;106.244
